id,name,team,now_cost,element_type,PTS,TREB,AST,STL,BLK,TO,PPG,Gameweek 1 - Day 1,Gameweek 1 - Day 2,Gameweek 1 - Day 3,Gameweek 1 - Day 4,Gameweek 1 - Day 5,Gameweek 1 - Day 6,Gameweek 2 - Day 1,Gameweek 2 - Day 2,Gameweek 2 - Day 3,Gameweek 2 - Day 4,Gameweek 2 - Day 5,Gameweek 2 - Day 6,Gameweek 2 - Day 7,Gameweek 3 - Day 1,Gameweek 3 - Day 2,Gameweek 3 - Day 3,Gameweek 3 - Day 4,Gameweek 3 - Day 5,Gameweek 3 - Day 6,Gameweek 3 - Day 7,Gameweek 4 - Day 1,Gameweek 4 - Day 2,Gameweek 4 - Day 3,Gameweek 4 - Day 4,Gameweek 4 - Day 5,Gameweek 4 - Day 6
192,Quinten Post,10,60,2,8.1,3.1,2.2,1.5,1.5,0.0,16.4,15.74,0.0,17.21,16.48,0.0,0.0,13.79,12.79,0.0,12.48,0.0,12.71,0.0,0.0,10.74,10.15,0.0,10.58,0.0,10.58,0.0,7.8,8.37,0.0,8.37,0.0
194,Jimmy Butler,10,135,2,17.2,6.5,12.4,5.699999999999999,0.8999999999999999,0.0,42.699999999999996,41.66,0.0,45.35,42.71,0.0,0.0,35.7,33.76,0.0,32.81,0.0,32.93,0.0,0.0,28.41,26.69,0.0,27.88,0.0,27.42,0.0,20.02,22.05,0.0,22.05,0.0
618,Al Horford,10,85,2,12.4,7.9,7.4,1.7999999999999998,2.4000000000000004,0.0,31.900000000000006,30.77,0.0,33.5,31.77,0.0,0.0,26.66,24.83,0.0,24.5,0.0,24.8,0.0,0.0,20.93,19.76,0.0,20.6,0.0,20.65,0.0,15.28,16.4,0.0,16.4,0.0
620,Jonathan Kuminga,10,85,2,12.6,3.9,5.0,2.0999999999999996,0.6000000000000001,0.0,24.200000000000003,23.5,0.0,25.51,24.07,0.0,0.0,20.22,18.99,0.0,18.68,0.0,18.83,0.0,0.0,16.07,15.14,0.0,15.69,0.0,15.68,0.0,11.45,12.48,0.0,12.48,0.0
207,Jabari Smith Jr.,11,100,2,13.8,7.9,2.6,2.4000000000000004,0.8999999999999999,0.0,27.6,25.82,0.0,0.0,27.89,0.0,0.0,22.41,0.0,22.22,0.0,0.0,20.27,0.0,18.26,0.0,17.67,0.0,17.77,0.0,17.08,0.0,0.0,15.55,0.0,14.67,0.0
208,Tari Eason,11,100,2,12.4,6.6,3.2,3.3000000000000003,2.7,0.0,28.2,26.22,0.0,0.0,28.63,0.0,0.0,23.13,0.0,23.03,0.0,0.0,20.29,0.0,18.55,0.0,18.22,0.0,17.96,0.0,17.13,0.0,0.0,15.88,0.0,15.17,0.0
210,Amen Thompson,11,135,1,14.4,7.4,11.6,5.699999999999999,4.800000000000001,0.0,43.89999999999999,40.45,0.0,0.0,44.31,0.0,0.0,36.26,0.0,35.78,0.0,0.0,31.14,0.0,28.85,0.0,28.44,0.0,27.98,0.0,26.49,0.0,0.0,24.72,0.0,23.65,0.0
211,Steven Adams,11,65,2,5.4,7.8,1.8,1.7999999999999998,2.0999999999999996,0.0,18.9,17.88,0.0,0.0,19.07,0.0,0.0,15.55,0.0,15.47,0.0,0.0,13.72,0.0,12.46,0.0,12.13,0.0,12.06,0.0,11.54,0.0,0.0,10.72,0.0,10.16,0.0
214,Dorian Finney-Smith,11,70,2,9.6,3.9,3.0,2.4000000000000004,1.5,0.0,20.4,18.88,0.0,0.0,20.69,0.0,0.0,16.69,0.0,16.56,0.0,0.0,14.69,0.0,13.44,0.0,13.17,0.0,13.04,0.0,12.43,0.0,0.0,11.47,0.0,10.94,0.0
215,Kevin Durant,11,155,2,25.2,5.8,8.4,1.5,2.7,0.0,43.6,40.56,0.0,0.0,43.84,0.0,0.0,35.68,0.0,34.94,0.0,0.0,31.62,0.0,28.79,0.0,28.08,0.0,27.99,0.0,26.82,0.0,0.0,24.36,0.0,23.03,0.0
219,Quenton Jackson,12,45,1,3.3,1.3,4.2,3.0,0.0,0.0,11.8,0.0,0.0,11.0,0.0,11.88,11.2,0.0,0.0,9.35,0.0,10.26,9.29,0.0,7.48,0.0,7.67,0.0,0.0,7.78,7.14,0.0,6.56,0.0,6.08,0.0,6.33
220,Obi Toppin,12,85,2,12.8,3.9,3.4,1.2000000000000002,1.2000000000000002,0.0,22.499999999999996,0.0,0.0,21.81,0.0,22.61,21.16,0.0,0.0,17.85,0.0,19.13,18.02,0.0,14.42,0.0,14.69,0.0,0.0,14.52,13.85,0.0,12.21,0.0,11.41,0.0,12.04
224,Bennedict Mathurin,12,100,1,15.5,4.8,3.8,2.7,0.30000000000000004,0.0,27.1,0.0,0.0,26.07,0.0,27.16,25.62,0.0,0.0,21.54,0.0,23.15,21.53,0.0,17.45,0.0,17.55,0.0,0.0,17.48,16.55,0.0,14.64,0.0,13.87,0.0,14.46
225,Aaron Nesmith,12,85,2,14.6,4.1,2.0,3.3000000000000003,1.2000000000000002,0.0,25.2,0.0,0.0,24.18,0.0,25.41,23.88,0.0,0.0,19.95,0.0,21.54,20.08,0.0,16.04,0.0,16.38,0.0,0.0,16.24,15.44,0.0,13.75,0.0,12.81,0.0,13.61
226,Andrew Nembhard,12,85,1,10.6,3.9,10.0,3.0,0.6000000000000001,0.0,28.1,0.0,0.0,26.82,0.0,28.18,26.4,0.0,0.0,22.33,0.0,24.12,22.35,0.0,18.02,0.0,18.37,0.0,0.0,18.42,17.18,0.0,15.41,0.0,14.38,0.0,14.91
229,Pascal Siakam,12,140,2,18.4,5.3,7.8,2.7,2.7,0.0,36.900000000000006,0.0,0.0,35.58,0.0,37.21,34.66,0.0,0.0,29.22,0.0,31.47,29.59,0.0,23.48,0.0,24.21,0.0,0.0,23.97,22.74,0.0,20.25,0.0,18.66,0.0,19.81
630,Cameron Payne,12,60,1,6.4,1.7,7.2,0.8999999999999999,0.6000000000000001,0.0,16.8,0.0,0.0,16.09,0.0,16.86,15.68,0.0,0.0,13.36,0.0,14.4,13.41,0.0,10.79,0.0,11.04,0.0,0.0,11.07,10.31,0.0,9.24,0.0,8.57,0.0,8.86
238,Bogdan Bogdanovic,13,85,1,11.5,3.5,7.0,2.0999999999999996,0.6000000000000001,0.0,24.700000000000003,0.0,26.32,0.0,25.66,0.0,25.53,0.0,18.9,0.0,0.0,21.35,0.0,0.0,15.76,15.16,0.0,15.78,0.0,16.42,0.0,13.53,0.0,13.41,0.0,12.56,0.0
239,Derrick Jones Jr.,13,70,2,9.5,3.2,1.2,2.0999999999999996,2.0999999999999996,0.0,18.099999999999998,0.0,19.53,0.0,18.43,0.0,19.07,0.0,14.01,0.0,0.0,15.59,0.0,0.0,11.47,11.18,0.0,11.33,0.0,11.8,0.0,9.85,0.0,9.7,0.0,9.13,0.0
240,Kawhi Leonard,13,145,2,25.5,6.9,6.4,6.0,1.7999999999999998,0.0,46.599999999999994,0.0,49.72,0.0,48.26,0.0,48.68,0.0,35.63,0.0,0.0,40.21,0.0,0.0,29.54,28.55,0.0,29.67,0.0,30.88,0.0,25.54,0.0,25.11,0.0,23.63,0.0
241,Ivica Zubac,13,160,2,19.3,12.5,5.8,0.8999999999999999,3.9000000000000004,0.0,42.4,0.0,44.82,0.0,43.24,0.0,43.86,0.0,32.96,0.0,0.0,36.37,0.0,0.0,27.21,26.71,0.0,26.59,0.0,27.67,0.0,22.82,0.0,22.58,0.0,21.52,0.0
244,James Harden,13,165,1,23.7,5.5,17.8,4.5,2.7,0.0,54.2,0.0,58.32,0.0,56.07,0.0,56.15,0.0,41.57,0.0,0.0,46.94,0.0,0.0,34.57,33.18,0.0,34.48,0.0,35.88,0.0,29.74,0.0,29.6,0.0,27.51,0.0
246,Kris Dunn,13,75,1,7.1,3.2,4.0,3.5999999999999996,1.2000000000000002,0.0,19.099999999999998,0.0,20.68,0.0,19.69,0.0,20.18,0.0,14.63,0.0,0.0,16.56,0.0,0.0,12.11,11.62,0.0,12.11,0.0,12.6,0.0,10.5,0.0,10.35,0.0,9.66,0.0
252,Brook Lopez,13,85,2,15.5,5.4,3.8,1.7999999999999998,4.800000000000001,0.0,31.3,0.0,33.91,0.0,31.62,0.0,32.81,0.0,24.41,0.0,0.0,26.95,0.0,0.0,19.92,19.5,0.0,19.44,0.0,20.24,0.0,16.96,0.0,16.82,0.0,15.78,0.0
253,Bradley Beal,13,100,1,13.3,2.3,6.0,5.1,1.5,0.0,28.200000000000003,0.0,30.59,0.0,29.19,0.0,29.72,0.0,21.52,0.0,0.0,24.47,0.0,0.0,17.81,17.05,0.0,17.95,0.0,18.68,0.0,15.57,0.0,15.36,0.0,14.26,0.0
254,Chris Paul,13,100,1,8.2,3.2,12.8,3.3000000000000003,1.5,0.0,29.0,0.0,31.48,0.0,30.01,0.0,30.15,0.0,22.24,0.0,0.0,25.23,0.0,0.0,18.54,17.65,0.0,18.45,0.0,19.2,0.0,15.96,0.0,15.96,0.0,14.72,0.0
259,Nick Smith Jr.,14,60,1,12.3,2.2,5.8,0.30000000000000004,0.0,0.0,20.6,20.48,0.0,0.0,20.07,0.0,20.34,16.8,0.0,15.43,0.0,16.48,0.0,16.47,12.91,0.0,13.92,0.0,0.0,13.53,0.0,10.42,0.0,9.78,0.0,10.91,10.29
261,Luka Doncic,14,180,1,29.6,8.4,15.0,3.9000000000000004,1.2000000000000002,0.0,58.1,57.84,0.0,0.0,56.82,0.0,56.94,47.91,0.0,43.67,0.0,46.59,0.0,46.36,36.82,0.0,39.09,0.0,0.0,38.17,0.0,29.57,0.0,27.49,0.0,30.83,28.77
263,Jaxson Hayes,14,65,2,8.4,5.8,2.2,1.5,1.7999999999999998,0.0,19.7,19.87,0.0,0.0,19.34,0.0,18.95,16.45,0.0,14.86,0.0,15.84,0.0,15.75,12.64,0.0,13.11,0.0,0.0,12.78,0.0,10.11,0.0,9.47,0.0,10.41,9.64
265,Austin Reaves,14,130,1,24.9,5.1,11.2,3.5999999999999996,1.2000000000000002,0.0,46.00000000000001,45.76,0.0,0.0,45.01,0.0,45.11,38.03,0.0,34.59,0.0,36.98,0.0,36.6,29.23,0.0,30.87,0.0,0.0,30.29,0.0,23.42,0.0,21.69,0.0,24.42,22.7
268,Gabe Vincent,14,50,1,9.5,1.6,2.2,1.7999999999999998,0.30000000000000004,0.0,15.400000000000002,15.27,0.0,0.0,15.15,0.0,15.09,12.81,0.0,11.65,0.0,12.4,0.0,12.19,9.85,0.0,10.3,0.0,0.0,10.16,0.0,7.85,0.0,7.23,0.0,8.17,7.58
270,Dalton Knecht,14,55,2,9.0,2.2,2.2,0.30000000000000004,0.30000000000000004,0.0,14.0,13.97,0.0,0.0,13.69,0.0,13.74,11.48,0.0,10.52,0.0,11.22,0.0,11.17,8.82,0.0,9.41,0.0,0.0,9.15,0.0,7.1,0.0,6.69,0.0,7.39,6.97
277,Jake LaRavia,14,70,2,8.6,2.4,2.6,4.199999999999999,0.30000000000000004,0.0,18.099999999999998,17.86,0.0,0.0,17.95,0.0,17.61,15.32,0.0,13.8,0.0,14.61,0.0,14.25,11.78,0.0,12.07,0.0,0.0,12.02,0.0,9.31,0.0,8.38,0.0,9.65,8.81
278,Marcus Smart,14,80,1,9.1,2.0,5.6,3.0,0.8999999999999999,0.0,20.599999999999998,20.47,0.0,0.0,20.21,0.0,20.1,17.24,0.0,15.54,0.0,16.63,0.0,16.34,13.25,0.0,13.77,0.0,0.0,13.63,0.0,10.55,0.0,9.62,0.0,10.99,10.05
282,Ty Jerome,15,80,1,14.4,1.7,6.6,2.0999999999999996,0.30000000000000004,0.0,25.100000000000005,0.0,27.12,0.0,24.92,25.38,0.0,19.13,0.0,20.12,0.0,20.4,0.0,19.96,16.16,0.0,15.49,0.0,16.61,0.0,15.32,0.0,12.1,11.64,0.0,0.0,12.31
285,Scotty Pippen Jr.,15,95,1,13.1,3.8,10.4,6.0,1.7999999999999998,0.0,35.099999999999994,0.0,38.12,0.0,34.79,34.92,0.0,26.82,0.0,27.92,0.0,28.45,0.0,28.37,22.72,0.0,21.77,0.0,23.12,0.0,21.26,0.0,16.71,16.0,0.0,0.0,17.08
286,Jaren Jackson Jr.,15,140,2,20.4,5.4,3.0,3.5999999999999996,3.5999999999999996,0.0,36.0,0.0,38.76,0.0,35.64,36.27,0.0,27.79,0.0,28.28,0.0,28.69,0.0,29.38,23.48,0.0,22.95,0.0,23.66,0.0,22.22,0.0,17.43,16.54,0.0,0.0,17.58
287,Ja Morant,15,145,1,30.9,4.9,14.0,4.5,0.0,0.0,54.3,0.0,58.63,0.0,53.97,54.98,0.0,41.33,0.0,43.61,0.0,44.17,0.0,43.1,34.94,0.0,33.43,0.0,35.96,0.0,33.19,0.0,26.14,25.29,0.0,0.0,26.65
290,Santi Aldama,15,95,2,12.9,5.8,6.0,1.7999999999999998,0.0,0.0,26.5,0.0,28.53,0.0,26.5,26.95,0.0,20.26,0.0,21.22,0.0,21.49,0.0,21.05,16.99,0.0,16.34,0.0,17.58,0.0,16.4,0.0,12.74,12.46,0.0,0.0,13.02
304,Andrew Wiggins,16,100,2,21.3,3.6,6.2,3.3000000000000003,3.3000000000000003,0.0,37.699999999999996,0.0,33.89,0.0,38.17,0.0,37.13,0.0,31.37,0.0,30.04,0.0,0.0,29.02,22.63,0.0,24.5,0.0,25.1,25.19,0.0,19.15,0.0,19.15,0.0,18.26,0.0
306,Bam Adebayo,16,150,2,19.3,8.1,8.8,3.9000000000000004,2.0999999999999996,0.0,42.2,0.0,37.96,0.0,42.4,0.0,41.26,0.0,35.1,0.0,33.91,0.0,0.0,32.67,25.41,0.0,27.33,0.0,28.08,28.07,0.0,21.48,0.0,21.48,0.0,20.3,0.0
312,Pelle Larsson,16,45,1,5.6,2.0,3.6,3.0,0.6000000000000001,0.0,14.799999999999999,0.0,13.28,0.0,14.94,0.0,14.26,0.0,12.38,0.0,11.86,0.0,0.0,11.52,9.06,0.0,9.67,0.0,9.9,10.0,0.0,7.5,0.0,7.5,0.0,7.02,0.0
313,Kel'el Ware,16,85,2,9.9,9.4,1.8,2.0999999999999996,3.5999999999999996,0.0,26.800000000000004,0.0,24.41,0.0,27.0,0.0,26.33,0.0,22.48,0.0,21.28,0.0,0.0,20.36,15.95,0.0,17.05,0.0,17.98,18.01,0.0,13.59,0.0,13.59,0.0,12.95,0.0
314,Davion Mitchell,16,75,1,10.5,3.1,10.2,4.5,0.6000000000000001,0.0,28.9,0.0,25.69,0.0,29.07,0.0,27.93,0.0,24.06,0.0,23.32,0.0,0.0,22.64,17.64,0.0,19.01,0.0,19.25,19.3,0.0,14.67,0.0,14.67,0.0,13.74,0.0
322,Myles Turner,17,125,2,16.3,6.7,2.8,1.5,6.6000000000000005,0.0,33.9,0.0,37.1,0.0,35.02,0.0,32.13,0.0,26.97,0.0,27.7,0.0,26.97,0.0,20.99,22.41,0.0,0.0,23.2,0.0,22.04,17.05,0.0,17.48,0.0,18.19,17.06
325,Kevin Porter Jr.,17,85,1,11.9,4.4,6.8,1.7999999999999998,0.30000000000000004,0.0,25.200000000000003,0.0,27.62,0.0,25.04,0.0,24.14,0.0,19.7,0.0,20.06,0.0,20.55,0.0,15.7,16.02,0.0,0.0,17.35,0.0,15.52,12.84,0.0,12.83,0.0,13.35,13.09
326,Taurean Prince,17,70,2,9.4,3.2,3.8,4.800000000000001,1.2000000000000002,0.0,22.400000000000002,0.0,24.66,0.0,22.86,0.0,21.32,0.0,17.29,0.0,17.8,0.0,18.06,0.0,13.68,14.63,0.0,0.0,15.23,0.0,14.04,11.32,0.0,11.54,0.0,12.01,11.55
327,Giannis Antetokounmpo,17,185,2,29.7,11.3,15.0,3.9000000000000004,2.7,0.0,62.6,0.0,68.59,0.0,62.58,0.0,59.86,0.0,49.11,0.0,50.07,0.0,50.85,0.0,38.99,40.05,0.0,0.0,43.06,0.0,38.92,31.82,0.0,31.93,0.0,33.23,32.35
333,Ryan Rollins,17,60,1,9.5,2.8,6.2,2.7,0.8999999999999999,0.0,22.099999999999998,0.0,24.24,0.0,22.18,0.0,21.07,0.0,17.21,0.0,17.6,0.0,17.96,0.0,13.63,14.2,0.0,0.0,15.18,0.0,13.69,11.21,0.0,11.31,0.0,11.77,11.46
334,Gary Trent Jr.,17,75,1,13.0,2.1,2.0,2.7,0.30000000000000004,0.0,20.1,0.0,21.97,0.0,20.23,0.0,19.28,0.0,15.71,0.0,15.92,0.0,16.39,0.0,12.48,12.95,0.0,0.0,13.7,0.0,12.58,10.2,0.0,10.25,0.0,10.67,10.38
336,Jericho Sims,17,45,2,2.0,5.2,2.0,0.8999999999999999,2.4000000000000004,0.0,12.5,0.0,13.86,0.0,12.93,0.0,11.81,0.0,9.81,0.0,10.27,0.0,9.82,0.0,7.71,8.27,0.0,0.0,8.56,0.0,8.05,6.3,0.0,6.49,0.0,6.75,6.3
338,Kyle Kuzma,17,100,2,13.9,5.1,4.8,1.5,1.5,0.0,26.8,0.0,29.35,0.0,26.9,0.0,25.64,0.0,21.09,0.0,21.48,0.0,21.72,0.0,16.72,17.22,0.0,0.0,18.4,0.0,16.79,13.61,0.0,13.68,0.0,14.23,13.79
340,Cole Anthony,17,80,1,10.0,3.0,6.4,1.7999999999999998,3.0,0.0,24.2,0.0,26.49,0.0,24.57,0.0,22.95,0.0,19.05,0.0,19.53,0.0,19.5,0.0,14.92,15.73,0.0,0.0,16.65,0.0,15.28,12.22,0.0,12.42,0.0,12.93,12.4
347,Rudy Gobert,18,130,2,14.5,12.8,3.0,3.5999999999999996,3.3000000000000003,0.0,37.199999999999996,0.0,37.42,0.0,35.57,0.0,37.6,30.82,0.0,29.62,0.0,0.0,29.9,0.0,23.42,0.0,22.37,0.0,26.27,0.0,22.82,20.19,0.0,0.0,0.0,19.0,19.73
348,Anthony Edwards,18,165,1,28.3,4.2,8.6,3.3000000000000003,1.7999999999999998,0.0,46.199999999999996,0.0,45.93,0.0,44.77,0.0,46.8,39.08,0.0,37.28,0.0,0.0,36.75,0.0,28.93,0.0,27.96,0.0,32.79,0.0,28.98,25.21,0.0,0.0,0.0,24.13,25.01
349,Naz Reid,18,105,2,11.6,5.4,5.6,2.4000000000000004,2.7,0.0,27.7,0.0,27.8,0.0,26.64,0.0,27.87,23.34,0.0,22.18,0.0,0.0,22.21,0.0,17.52,0.0,16.7,0.0,19.86,0.0,17.13,15.26,0.0,0.0,0.0,14.27,14.94
350,Jaden McDaniels,18,105,2,11.1,5.5,4.4,2.7,3.5999999999999996,0.0,27.299999999999997,0.0,27.59,0.0,26.09,0.0,27.37,22.96,0.0,21.73,0.0,0.0,21.97,0.0,17.34,0.0,16.48,0.0,19.71,0.0,16.79,15.15,0.0,0.0,0.0,13.98,14.69
351,Mike Conley,18,80,1,9.6,2.3,9.2,2.7,0.6000000000000001,0.0,24.4,0.0,24.3,0.0,23.89,0.0,24.47,20.9,0.0,19.89,0.0,0.0,19.46,0.0,15.34,0.0,14.58,0.0,17.49,0.0,15.31,13.45,0.0,0.0,0.0,12.75,13.38
357,Donte DiVincenzo,18,95,1,11.5,3.5,7.2,3.0,1.7999999999999998,0.0,27.0,0.0,27.07,0.0,26.17,0.0,27.08,22.94,0.0,21.79,0.0,0.0,21.61,0.0,17.03,0.0,16.21,0.0,19.41,0.0,16.81,14.92,0.0,0.0,0.0,14.0,14.68
358,Julius Randle,18,130,2,18.3,6.0,9.8,1.5,0.8999999999999999,0.0,36.5,0.0,36.01,0.0,35.51,0.0,37.1,30.85,0.0,29.57,0.0,0.0,29.0,0.0,22.88,0.0,22.04,0.0,25.72,0.0,22.89,19.77,0.0,0.0,0.0,19.06,19.75
362,Johnny Juzang,18,60,1,11.2,3.1,2.8,2.4000000000000004,0.0,0.0,19.5,0.0,19.46,0.0,18.95,0.0,19.72,16.4,0.0,15.78,0.0,0.0,15.53,0.0,12.11,0.0,11.69,0.0,13.72,0.0,12.22,10.55,0.0,0.0,0.0,10.17,10.49
367,Zion Williamson,19,145,2,24.2,6.2,12.4,3.0,1.7999999999999998,0.0,47.599999999999994,0.0,47.81,0.0,49.91,0.0,0.0,35.9,0.0,38.76,0.0,35.79,0.0,35.2,0.0,31.55,30.24,0.0,0.0,30.69,0.0,24.25,0.0,25.16,0.0,24.65,0.0
369,Jose Alvarado,19,80,1,11.9,2.4,11.4,3.3000000000000003,0.8999999999999999,0.0,29.900000000000002,0.0,30.08,0.0,31.4,0.0,0.0,22.3,0.0,24.64,0.0,22.69,0.0,21.82,0.0,19.86,18.99,0.0,0.0,19.31,0.0,15.29,0.0,15.88,0.0,15.6,0.0
371,Jordan Hawkins,19,65,1,10.7,3.4,2.6,0.30000000000000004,1.2000000000000002,0.0,18.2,0.0,18.28,0.0,19.0,0.0,0.0,13.82,0.0,14.64,0.0,13.54,0.0,13.65,0.0,12.06,11.55,0.0,0.0,11.68,0.0,9.2,0.0,9.6,0.0,9.33,0.0
372,Karlo Matkovic,19,65,2,10.8,6.1,2.8,1.7999999999999998,2.4000000000000004,0.0,23.9,0.0,24.08,0.0,24.79,0.0,0.0,17.98,0.0,19.17,0.0,17.85,0.0,17.91,0.0,15.96,15.12,0.0,0.0,15.25,0.0,11.99,0.0,12.78,0.0,12.19,0.0
373,Yves Missi,19,95,2,11.3,9.6,3.6,0.8999999999999999,3.9000000000000004,0.0,29.299999999999997,0.0,29.48,0.0,30.36,0.0,0.0,22.07,0.0,23.38,0.0,21.69,0.0,22.24,0.0,19.59,18.54,0.0,0.0,18.67,0.0,14.57,0.0,15.63,0.0,14.86,0.0
379,Jaden Springer,19,45,1,4.3,1.8,2.0,2.7,0.8999999999999999,0.0,11.700000000000001,0.0,11.86,0.0,12.1,0.0,0.0,8.63,0.0,9.52,0.0,8.94,0.0,8.5,0.0,7.87,7.38,0.0,0.0,7.44,0.0,5.92,0.0,6.38,0.0,6.02,0.0
381,Jordan Poole,19,115,1,18.7,2.3,7.0,2.7,0.6000000000000001,0.0,31.3,0.0,31.49,0.0,32.8,0.0,0.0,23.61,0.0,25.53,0.0,23.63,0.0,22.97,0.0,20.72,19.88,0.0,0.0,20.17,0.0,16.03,0.0,16.57,0.0,16.24,0.0
390,Karl-Anthony Towns,20,165,2,24.6,10.6,6.0,2.7,1.7999999999999998,0.0,45.7,0.0,45.62,0.0,43.55,0.0,43.81,0.0,35.34,0.0,0.0,37.6,0.0,39.14,32.07,0.0,28.7,0.0,0.0,0.0,29.75,0.0,24.4,22.05,0.0,23.35,0.0
391,Mikal Bridges,20,125,2,20.5,3.5,9.8,2.4000000000000004,0.8999999999999999,0.0,37.099999999999994,0.0,36.96,0.0,35.0,0.0,35.48,0.0,28.64,0.0,0.0,30.69,0.0,31.94,25.92,0.0,23.19,0.0,0.0,0.0,24.19,0.0,19.86,17.66,0.0,18.91,0.0
393,Mitchell Robinson,20,80,2,4.9,6.5,1.6,3.3000000000000003,3.9000000000000004,0.0,20.200000000000003,0.0,19.84,0.0,18.52,0.0,19.3,0.0,14.98,0.0,0.0,16.47,0.0,17.15,14.31,0.0,12.73,0.0,0.0,0.0,13.45,0.0,10.95,9.79,0.0,10.29,0.0
394,Miles McBride,20,70,1,12.7,2.4,9.2,4.199999999999999,1.7999999999999998,0.0,30.299999999999997,0.0,29.98,0.0,28.07,0.0,28.87,0.0,23.02,0.0,0.0,24.99,0.0,26.01,21.25,0.0,18.99,0.0,0.0,0.0,19.88,0.0,16.32,14.38,0.0,15.39,0.0
395,Josh Hart,20,135,1,11.1,8.5,14.0,5.4,0.8999999999999999,0.0,39.9,0.0,39.57,0.0,37.47,0.0,38.34,0.0,30.71,0.0,0.0,32.96,0.0,34.3,28.16,0.0,25.04,0.0,0.0,0.0,26.08,0.0,21.29,18.96,0.0,20.43,0.0
396,OG Anunoby,20,130,2,24.6,5.1,5.6,5.699999999999999,2.7,0.0,43.7,0.0,43.43,0.0,40.87,0.0,41.5,0.0,33.25,0.0,0.0,35.82,0.0,37.28,30.61,0.0,27.51,0.0,0.0,0.0,28.51,0.0,23.54,21.03,0.0,22.11,0.0
399,Tyler Kolek,20,45,1,2.1,0.8,8.0,1.5,0.8999999999999999,0.0,13.3,0.0,13.07,0.0,12.17,0.0,12.8,0.0,10.11,0.0,0.0,11.11,0.0,11.56,9.35,0.0,8.25,0.0,0.0,0.0,8.83,0.0,7.15,6.16,0.0,6.82,0.0
401,Landry Shamet,20,45,1,7.9,1.9,1.0,1.7999999999999998,0.0,0.0,12.600000000000001,0.0,12.6,0.0,11.98,0.0,11.96,0.0,9.71,0.0,0.0,10.3,0.0,10.72,8.83,0.0,7.97,0.0,0.0,0.0,8.12,0.0,6.74,6.1,0.0,6.37,0.0
403,Guerschon Yabusele,20,80,2,12.2,6.3,5.4,2.7,0.6000000000000001,0.0,27.2,0.0,27.11,0.0,25.83,0.0,26.08,0.0,21.03,0.0,0.0,22.39,0.0,23.3,19.14,0.0,17.11,0.0,0.0,0.0,17.69,0.0,14.5,13.07,0.0,13.9,0.0
404,Jordan Clarkson,20,95,1,13.8,3.0,5.6,2.4000000000000004,0.6000000000000001,0.0,25.4,0.0,25.3,0.0,23.96,0.0,24.24,0.0,19.56,0.0,0.0,20.94,0.0,21.79,17.78,0.0,15.94,0.0,0.0,0.0,16.53,0.0,13.6,12.15,0.0,12.92,0.0
407,Alex Caruso,21,80,1,8.3,3.3,4.6,2.7,2.4000000000000004,0.0,21.300000000000004,21.05,0.0,20.43,0.0,21.85,0.0,16.8,17.11,0.0,18.71,0.0,0.0,18.44,0.0,12.83,13.79,0.0,13.15,0.0,13.82,0.0,10.97,10.91,0.0,0.0,10.97
408,Isaiah Hartenstein,21,115,2,12.3,8.6,6.6,2.7,3.3000000000000003,0.0,33.5,33.02,0.0,32.43,0.0,34.07,0.0,26.51,26.87,0.0,29.49,0.0,0.0,28.88,0.0,20.06,21.51,0.0,20.65,0.0,21.58,0.0,17.3,17.15,0.0,0.0,17.21
409,Isaiah Joe,21,65,1,11.9,2.5,3.4,0.8999999999999999,0.0,0.0,18.7,18.1,0.0,18.33,0.0,19.18,0.0,14.89,15.32,0.0,16.33,0.0,0.0,16.09,0.0,11.24,11.8,0.0,11.78,0.0,11.98,0.0,9.51,9.69,0.0,0.0,9.48
410,Shai Gilgeous-Alexander,21,185,1,31.7,4.4,14.4,4.199999999999999,2.7,0.0,57.400000000000006,55.82,0.0,55.69,0.0,59.1,0.0,45.51,46.84,0.0,50.11,0.0,0.0,49.6,0.0,34.56,36.53,0.0,36.0,0.0,37.03,0.0,29.3,29.7,0.0,0.0,29.25
411,Chet Holmgren,21,135,2,14.4,7.5,3.6,1.2000000000000002,5.1,0.0,31.799999999999997,31.98,0.0,30.87,0.0,32.16,0.0,25.07,25.37,0.0,27.89,0.0,0.0,27.33,0.0,18.82,20.46,0.0,19.5,0.0,20.62,0.0,16.58,16.08,0.0,0.0,16.36
412,Luguentz Dort,21,85,1,11.8,4.5,2.8,3.5999999999999996,1.5,0.0,24.200000000000003,23.84,0.0,23.33,0.0,24.84,0.0,19.14,19.51,0.0,21.27,0.0,0.0,20.89,0.0,14.64,15.64,0.0,14.99,0.0,15.63,0.0,12.37,12.42,0.0,0.0,12.43
413,Aaron Wiggins,21,75,1,9.9,3.9,3.4,2.0999999999999996,0.30000000000000004,0.0,19.599999999999998,19.03,0.0,19.05,0.0,20.1,0.0,15.58,15.92,0.0,17.21,0.0,0.0,16.89,0.0,11.85,12.51,0.0,12.24,0.0,12.57,0.0,9.98,10.14,0.0,0.0,10.01
415,Jalen Williams,21,150,1,21.4,4.5,9.2,3.3000000000000003,1.2000000000000002,0.0,39.599999999999994,38.42,0.0,38.46,0.0,40.73,0.0,31.44,32.3,0.0,34.63,0.0,0.0,34.19,0.0,23.88,25.2,0.0,24.83,0.0,25.48,0.0,20.18,20.51,0.0,0.0,20.18
