id,name,now_cost,team,element_type,status
719,Johnny Davis,49,27,1,u
725,Marvin Bagley III,94,27,2,a
828,Yuki Kawamura,44,27,1,a
39,Taylor Funk,45,28,2,u
52,JT Thor,48,28,2,a
316,Khris Middleton,114,28,2,i
336,AJ Johnson,48,28,1,a
375,Jaylen Martin,45,28,1,a
541,Colby Jones,44,28,1,a
550,Jalen McDaniels,50,28,2,u
577,Erik Stevenson,45,28,1,u
614,Mouhamadou Gueye,45,28,2,u
643,Kira Lewis Jr.,50,28,1,u
678,Marcus Smart,105,28,1,a
706,Saddiq Bey,95,28,2,i
708,Malcolm Brogdon,115,28,1,i
709,Richaun Holmes,48,28,2,a
710,Justin Champagnie,47,28,2,a
711,John Butler Jr.,45,28,2,u
712,Jordan Poole,109,28,1,a
718,Corey Kispert,83,28,2,u
720,Anthony Gill,48,28,2,i
721,Xavier Cooks,50,28,2,u
722,Bilal Coulibaly,80,28,2,u
723,Dejan Vasiljevic,45,28,1,u
724,Chase Audige,45,28,1,u
726,Isaiah Livers,50,28,2,u
727,R.J. Hampton,45,28,1,u
729,Michael Foster Jr.,45,28,2,u
730,Hamidou Diallo,45,28,1,u
731,Tristan Vukcevic,49,28,2,a
732,Carlton Carrington,58,28,1,a
733,Kyshawn George,53,28,2,i
734,Alexandre Sarr,85,28,2,a
756,Jaylen Nowell,50,28,1,u
778,Leaky Black,45,28,2,u
47,Ron Harper Jr.,45,29,1,a
84,Dereon Seabron,45,29,1,u
209,Lindy Waters III,50,29,2,a
301,Alondes Williams,44,29,1,u
377,Dennis Schroder,105,29,1,d
735,Tim Hardaway Jr.,89,29,1,a
736,Malik Beasley,80,29,1,a
738,Tobias Harris,122,29,2,d
739,Paul Reed,87,29,2,a
740,Troy Brown Jr.,50,29,2,u
741,Evan Fournier,55,29,1,u
742,Ryan Arcidiacono,45,29,1,u
743,Chimezie Metu,55,29,2,u
744,Simone Fontecchio,73,29,2,a
745,Joe Harris,50,29,1,u
746,Cade Cunningham,152,29,1,d
747,Isaiah Stewart,95,29,2,a
749,Jaden Ivey,100,29,1,i
750,Jalen Duren,124,29,2,a
752,Malcolm Cazalon,45,29,1,u
754,Marcus Sasser,57,29,1,a
755,Ausar Thompson,95,29,1,a
757,Ronald Holland II,79,29,2,a
758,Daniss Jenkins,44,29,1,a
759,Bobi Klintman,45,29,2,a
805,Javante McCoy,45,29,1,u
806,Tolu Smith,45,29,2,a
813,Aaron Estrada,45,29,1,u
280,Damion Baugh,43,30,1,a
282,Harry Giles III,45,30,2,u
390,DaQuan Jeffries,44,30,1,a
391,Duane Washington Jr.,50,30,1,u
395,Charlie Brown Jr.,45,30,1,u
438,Isaiah Wong,44,30,1,u
487,Josh Okogie,54,30,1,i
492,Jusuf Nurkic,123,30,2,a
579,Malachi Flynn,55,30,1,u
737,Wendell Moore Jr.,44,30,1,a
760,Josh Green,68,30,1,i
761,Moussa Diabate,42,30,2,a
762,Taj Gibson,43,30,2,a
763,Grant Williams,85,30,2,u
764,Seth Curry,48,30,1,i
765,Marques Bolden,45,30,2,u
766,Davis Bertans,50,30,2,u
767,Tre Mann,90,30,1,u
768,Aleksej Pokusevski,50,30,2,u
770,Frank Ntilikina,45,30,1,u
771,LaMelo Ball,149,30,1,u
773,Mark Williams,120,30,2,i
776,Jaylen Sims,45,30,1,u
779,Miles Bridges,137,30,2,a
780,Brandon Miller,110,30,2,u
781,Nick Smith Jr.,49,30,1,a
782,Angelo Allegri,45,30,2,u
784,Trevon Scott,45,30,2,u
785,RJ Hunter,45,30,1,u
786,Edmond Sumner,50,30,1,u
787,Ish Smith,50,30,1,u
788,Tidjane Salaun,73,30,2,d
789,K.J. Simpson,44,30,1,a
790,Keyontae Johnson,45,30,2,u
807,Marcus Garrett,45,30,1,u
808,Caleb McConnell,45,30,1,u
