id,name,team,now_cost,element_type,PTS,TREB,AST,STL,BLK,TO,PPG,Gameweek 10 - Day 1,Gameweek 10 - Day 2,Gameweek 10 - Day 3,Gameweek 10 - Day 4,Gameweek 10 - Day 5,Gameweek 10 - Day 6,Gameweek 11 - Day 1,Gameweek 11 - Day 2,Gameweek 11 - Day 3,Gameweek 11 - Day 4,Gameweek 11 - Day 5,Gameweek 11 - Day 6,Gameweek 11 - Day 7
183,Stephen Curry,10,150,1,27.9,4.44,6.0,3.9000000000000004,1.7999999999999998,-3.1,40.93999999999999,37.76,0.0,42.49,0.0,0.0,41.06,39.83,0.0,41.02,0.0,38.48,46.22,0.0
184,Draymond Green,10,110,2,8.0,7.4399999999999995,8.25,2.4000000000000004,2.7,-3.0,25.789999999999996,23.35,0.0,26.85,0.0,0.0,25.99,25.45,0.0,26.16,0.0,24.31,29.69,0.0
185,Moses Moody,10,70,1,11.7,3.84,2.0999999999999996,3.0,2.0999999999999996,-1.2,21.540000000000003,20.06,0.0,22.22,0.0,0.0,22.0,21.13,0.0,21.73,0.0,20.41,24.48,0.0
186,Gary Payton II,10,53,1,4.0,3.5999999999999996,2.4000000000000004,1.7999999999999998,0.8999999999999999,-0.7,12.000000000000002,11.13,0.0,12.43,0.0,0.0,12.18,11.77,0.0,12.14,0.0,11.42,13.56,0.0
187,Trayce Jackson-Davis,10,78,2,4.3,3.7199999999999998,1.6500000000000001,0.8999999999999999,1.7999999999999998,-0.5,11.870000000000001,11.07,0.0,12.23,0.0,0.0,12.17,11.79,0.0,12.0,0.0,11.52,13.43,0.0
188,Brandin Podziemski,10,94,1,12.5,5.64,4.5,3.5999999999999996,0.6000000000000001,-1.5,25.340000000000003,23.52,0.0,26.31,0.0,0.0,25.46,24.63,0.0,25.46,0.0,23.94,28.39,0.0
189,Gui Santos,10,43,2,3.4,2.28,0.8999999999999999,0.8999999999999999,0.30000000000000004,-0.8,6.98,6.44,0.0,7.28,0.0,0.0,7.03,6.77,0.0,7.06,0.0,6.58,7.87,0.0
190,Pat Spencer,10,43,1,7.4,2.88,4.800000000000001,1.7999999999999998,0.30000000000000004,-0.9,16.280000000000005,14.96,0.0,16.92,0.0,0.0,16.21,15.88,0.0,16.31,0.0,15.37,18.28,0.0
191,Buddy Hield,10,84,1,8.0,3.12,2.4000000000000004,2.7,0.30000000000000004,-1.0,15.520000000000003,14.41,0.0,16.11,0.0,0.0,15.64,15.05,0.0,15.62,0.0,14.56,17.46,0.0
192,Quinten Post,10,58,2,7.4,4.8,1.9500000000000002,1.7999999999999998,1.7999999999999998,-0.8,16.95,15.83,0.0,17.5,0.0,0.0,17.29,16.68,0.0,17.11,0.0,16.3,19.09,0.0
195,Will Richard,10,44,1,8.0,3.24,1.6500000000000001,3.0,0.0,-0.7,15.190000000000001,14.23,0.0,15.75,0.0,0.0,15.33,14.67,0.0,15.27,0.0,14.29,16.94,0.0
620,Jonathan Kuminga,10,85,2,12.4,7.56,3.9000000000000004,0.8999999999999999,1.2000000000000002,-2.5,23.459999999999997,21.58,0.0,24.51,0.0,0.0,23.41,22.86,0.0,23.59,0.0,22.41,26.23,0.0
199,Clint Capela,11,99,2,3.8,5.88,0.75,1.5,2.4000000000000004,-0.5,13.83,0.0,12.81,13.07,0.0,13.63,0.0,13.85,0.0,0.0,13.75,0.0,13.66,0.0
201,JD Davison,11,43,1,1.8,0.48,1.35,0.8999999999999999,0.30000000000000004,-0.1,4.73,0.0,4.5,4.6,0.0,4.67,0.0,4.69,0.0,0.0,4.65,0.0,4.68,0.0
202,Josh Okogie,11,54,1,6.5,3.48,1.5,4.199999999999999,0.6000000000000001,-0.9,15.38,0.0,14.7,14.89,0.0,15.22,0.0,15.19,0.0,0.0,14.92,0.0,15.27,0.0
203,Aaron Holiday,11,53,1,9.1,1.2,1.7999999999999998,1.7999999999999998,0.30000000000000004,-0.9,13.299999999999999,0.0,12.52,12.92,0.0,13.23,0.0,13.36,0.0,0.0,12.89,0.0,13.25,0.0
205,Alperen Sengun,11,161,2,23.1,10.92,10.649999999999999,3.9000000000000004,3.0,-3.3,48.27,0.0,44.99,46.73,0.0,47.86,0.0,48.61,0.0,0.0,47.28,0.0,48.16,0.0
206,Jae'Sean Tate,11,45,2,2.9,1.92,0.75,0.8999999999999999,0.0,-0.3,6.170000000000001,0.0,5.82,5.99,0.0,6.15,0.0,6.22,0.0,0.0,5.97,0.0,6.16,0.0
207,Jabari Smith Jr.,11,100,2,15.3,7.68,2.8499999999999996,2.4000000000000004,2.4000000000000004,-1.2,29.429999999999996,0.0,27.4,28.24,0.0,29.23,0.0,29.74,0.0,0.0,28.85,0.0,29.24,0.0
208,Tari Eason,11,100,2,11.5,6.24,2.4000000000000004,2.4000000000000004,1.5,-1.7,22.34,0.0,20.81,21.51,0.0,22.17,0.0,22.49,0.0,0.0,21.8,0.0,22.28,0.0
210,Amen Thompson,11,134,1,17.4,8.4,7.6499999999999995,4.199999999999999,1.5,-2.7,36.44999999999999,0.0,34.15,35.39,0.0,36.16,0.0,36.61,0.0,0.0,35.54,0.0,36.4,0.0
212,Reed Sheppard,11,84,1,13.0,3.7199999999999998,4.949999999999999,4.800000000000001,1.5,-1.3,26.669999999999998,0.0,25.24,25.85,0.0,26.4,0.0,26.54,0.0,0.0,26.06,0.0,26.47,0.0
215,Kevin Durant,11,155,2,25.3,5.64,5.85,3.3000000000000003,1.7999999999999998,-2.8,39.089999999999996,0.0,36.46,37.85,0.0,38.87,0.0,39.46,0.0,0.0,38.07,0.0,38.99,0.0
219,Quenton Jackson,12,45,1,11.8,4.08,5.4,3.0,0.6000000000000001,-1.2,23.680000000000003,21.49,23.8,0.0,22.37,22.63,0.0,22.0,0.0,21.9,0.0,24.9,0.0,21.04
223,Isaiah Jackson,12,69,2,7.8,6.72,1.2000000000000002,2.7,2.4000000000000004,-1.2,19.62,17.7,19.41,0.0,18.42,18.79,0.0,18.82,0.0,18.37,0.0,20.33,0.0,17.65
224,Bennedict Mathurin,12,100,1,21.5,6.72,3.4499999999999997,2.4000000000000004,0.6000000000000001,-2.9,31.770000000000003,29.29,32.3,0.0,30.49,30.38,0.0,29.71,0.0,29.39,0.0,33.5,0.0,28.24
225,Aaron Nesmith,12,85,2,15.5,5.3999999999999995,2.25,2.4000000000000004,0.8999999999999999,-0.7,25.749999999999996,23.56,25.88,0.0,24.52,24.58,0.0,24.27,0.0,24.2,0.0,26.94,0.0,23.25
226,Andrew Nembhard,12,86,1,17.9,2.52,10.05,2.7,0.6000000000000001,-2.4,31.370000000000005,28.42,31.68,0.0,29.58,30.0,0.0,28.88,0.0,28.54,0.0,33.13,0.0,27.42
228,Jarace Walker,12,62,2,9.8,5.88,3.3000000000000003,1.7999999999999998,1.2000000000000002,-2.0,19.98,18.27,20.18,0.0,19.02,19.2,0.0,18.74,0.0,18.4,0.0,21.02,0.0,17.67
229,Pascal Siakam,12,140,2,24.5,8.4,6.1499999999999995,3.9000000000000004,1.5,-2.2,42.24999999999999,38.59,42.55,0.0,40.16,40.39,0.0,39.6,0.0,39.3,0.0,44.34,0.0,37.76
230,Johnny Furphy,12,45,1,2.2,2.16,0.30000000000000004,2.0999999999999996,0.0,-0.8,5.96,5.42,5.97,0.0,5.64,5.65,0.0,5.56,0.0,5.53,0.0,6.26,0.0,5.32
231,Tony Bradley,12,44,2,4.9,3.24,0.8999999999999999,0.30000000000000004,0.6000000000000001,-0.4,9.540000000000001,8.8,9.65,0.0,9.15,9.2,0.0,9.02,0.0,8.95,0.0,10.0,0.0,8.6
234,Jay Huff,12,84,2,7.7,4.44,1.9500000000000002,0.8999999999999999,7.199999999999999,-0.7,21.49,18.48,20.32,0.0,19.24,20.55,0.0,21.53,0.0,19.99,0.0,21.59,0.0,19.21
385,Garrison Mathews,12,49,1,4.8,1.08,0.8999999999999999,0.8999999999999999,0.6000000000000001,-0.3,7.9799999999999995,7.19,7.92,0.0,7.48,7.59,0.0,7.57,0.0,7.44,0.0,8.29,0.0,7.15
218,RayJ Dennis,13,44,2,4.9,1.7999999999999998,3.0,0.6000000000000001,0.8999999999999999,-1.1,10.1,0.0,9.82,0.0,9.98,0.0,10.04,0.0,10.24,0.0,11.58,0.0,9.48,0.0
238,Bogdan Bogdanovic,13,84,1,9.2,3.84,4.800000000000001,2.0999999999999996,0.30000000000000004,-1.3,18.939999999999998,0.0,18.22,0.0,18.77,0.0,18.95,0.0,19.28,0.0,21.24,0.0,17.98,0.0
240,Kawhi Leonard,13,145,2,25.4,6.48,4.5,5.699999999999999,1.2000000000000002,-1.9,41.38,0.0,40.46,0.0,41.4,0.0,42.03,0.0,42.05,0.0,46.28,0.0,39.16,0.0
242,Kobe Brown,13,45,2,3.8,2.64,1.6500000000000001,1.2000000000000002,0.30000000000000004,-0.6,8.99,0.0,8.72,0.0,8.97,0.0,9.03,0.0,9.07,0.0,10.06,0.0,8.55,0.0
244,James Harden,13,166,1,26.8,6.48,12.450000000000001,3.5999999999999996,1.2000000000000002,-4.0,46.53000000000001,0.0,44.8,0.0,45.85,0.0,46.44,0.0,47.59,0.0,52.51,0.0,44.11,0.0
245,Nicolas Batum,13,54,2,4.4,3.36,1.2000000000000002,2.7,1.2000000000000002,-0.7,12.16,0.0,12.05,0.0,12.42,0.0,12.41,0.0,12.12,0.0,13.89,0.0,11.31,0.0
246,Kris Dunn,13,75,1,7.7,3.36,4.050000000000001,5.1,0.6000000000000001,-1.2,19.610000000000003,0.0,19.01,0.0,19.95,0.0,19.98,0.0,19.8,0.0,22.41,0.0,18.26,0.0
247,Cam Christie,13,44,1,4.4,2.76,0.8999999999999999,1.2000000000000002,0.30000000000000004,-0.4,9.160000000000002,0.0,8.96,0.0,9.16,0.0,9.26,0.0,9.23,0.0,10.15,0.0,8.74,0.0
251,Kobe Sanders,13,44,1,6.9,2.4,1.9500000000000002,1.7999999999999998,0.30000000000000004,-1.3,12.05,0.0,11.69,0.0,12.0,0.0,12.15,0.0,12.25,0.0,13.67,0.0,11.43,0.0
252,Brook Lopez,13,83,2,6.1,2.16,0.75,0.8999999999999999,2.4000000000000004,-0.8,11.51,0.0,11.71,0.0,11.65,0.0,11.69,0.0,11.44,0.0,13.32,0.0,10.58,0.0
256,John Collins,13,104,2,12.2,5.76,1.0499999999999998,2.4000000000000004,1.7999999999999998,-1.5,21.710000000000004,0.0,21.53,0.0,21.76,0.0,22.0,0.0,21.82,0.0,24.4,0.0,20.55,0.0
259,Nick Smith Jr.,14,58,1,7.8,1.32,2.4000000000000004,2.7,0.6000000000000001,-1.2,13.62,0.0,13.77,13.27,0.0,0.0,13.84,0.0,13.85,0.0,0.0,14.31,0.0,14.31
261,Luka Doncic,14,181,1,35.0,10.799999999999999,13.5,4.5,1.7999999999999998,-4.3,61.3,0.0,61.77,59.32,0.0,0.0,62.5,0.0,61.34,0.0,0.0,63.84,0.0,63.84
262,Maxi Kleber,14,50,2,1.8,2.16,0.8999999999999999,0.6000000000000001,0.8999999999999999,-0.2,6.159999999999999,0.0,6.0,6.14,0.0,0.0,6.11,0.0,6.2,0.0,0.0,6.46,0.0,6.46
263,Jaxson Hayes,14,65,2,5.2,4.8,1.5,0.8999999999999999,2.4000000000000004,-0.4,14.4,0.0,13.95,14.48,0.0,0.0,14.27,0.0,14.52,0.0,0.0,15.14,0.0,15.14
264,LeBron James,14,165,2,16.6,7.199999999999999,11.399999999999999,1.7999999999999998,1.7999999999999998,-2.0,36.8,0.0,36.82,35.51,0.0,0.0,37.42,0.0,36.55,0.0,0.0,38.32,0.0,38.32
266,Jarred Vanderbilt,14,59,2,4.3,6.24,2.25,2.7,0.8999999999999999,-1.5,14.889999999999997,0.0,14.92,14.53,0.0,0.0,14.86,0.0,14.97,0.0,0.0,15.46,0.0,15.46
270,Dalton Knecht,14,53,2,6.4,2.28,0.8999999999999999,1.2000000000000002,1.2000000000000002,-0.4,11.58,0.0,11.42,11.53,0.0,0.0,11.64,0.0,11.77,0.0,0.0,12.18,0.0,12.18
277,Jake LaRavia,14,70,2,8.5,4.44,2.7,3.5999999999999996,0.8999999999999999,-1.1,19.04,0.0,19.07,18.61,0.0,0.0,19.18,0.0,19.33,0.0,0.0,19.92,0.0,19.92
278,Marcus Smart,14,80,1,10.4,2.76,4.199999999999999,4.800000000000001,0.8999999999999999,-1.9,21.16,0.0,21.39,20.56,0.0,0.0,21.44,0.0,21.51,0.0,0.0,22.21,0.0,22.21
281,Olivier-Maxence Prosper,15,44,2,4.1,2.88,0.75,0.6000000000000001,0.30000000000000004,-0.4,8.23,7.66,8.69,0.0,8.34,0.0,8.77,0.0,8.52,0.0,0.0,7.93,0.0,7.93
284,Jock Landale,15,51,2,10.9,6.48,2.25,1.5,1.2000000000000002,-1.1,21.23,19.68,22.61,0.0,21.41,0.0,22.59,0.0,21.98,0.0,0.0,20.44,0.0,20.44
286,Jaren Jackson Jr.,15,140,2,17.0,6.0,2.8499999999999996,2.4000000000000004,3.0,-2.0,29.25,26.81,31.8,0.0,29.11,0.0,31.06,0.0,30.18,0.0,0.0,28.03,0.0,28.03
290,Santi Aldama,15,95,2,13.1,7.8,4.5,3.0,2.0999999999999996,-1.1,29.4,27.15,31.57,0.0,29.38,0.0,31.24,0.0,30.44,0.0,0.0,28.32,0.0,28.32
294,Cam Spencer,15,47,1,11.1,2.52,5.85,2.4000000000000004,0.30000000000000004,-1.3,20.869999999999997,18.8,22.59,0.0,21.03,0.0,22.14,0.0,21.57,0.0,0.0,20.41,0.0,20.41
295,Jaylen Wells,15,83,2,12.2,4.2,2.55,2.0999999999999996,0.0,-0.7,20.349999999999998,18.67,21.53,0.0,20.6,0.0,21.54,0.0,20.98,0.0,0.0,19.77,0.0,19.77
296,Cedric Coward,15,59,1,13.3,7.4399999999999995,4.050000000000001,1.7999999999999998,0.8999999999999999,-1.5,25.990000000000002,23.98,27.66,0.0,26.34,0.0,27.66,0.0,26.94,0.0,0.0,25.15,0.0,25.15
298,Kentavious Caldwell-Pope,15,84,1,7.6,2.76,4.800000000000001,2.0999999999999996,0.6000000000000001,-1.3,16.56,14.9,18.06,0.0,16.64,0.0,17.65,0.0,17.1,0.0,0.0,16.16,0.0,16.16
302,Simone Fontecchio,16,54,2,9.8,3.48,2.4000000000000004,1.5,0.6000000000000001,-1.0,16.78,0.0,17.51,0.0,17.09,16.96,0.0,17.7,0.0,0.0,16.23,0.0,16.42,18.12
303,Norman Powell,16,106,1,24.6,4.56,3.5999999999999996,3.5999999999999996,0.8999999999999999,-1.9,35.36,0.0,36.9,0.0,36.2,35.75,0.0,37.35,0.0,0.0,34.43,0.0,34.66,38.18
304,Andrew Wiggins,16,100,2,16.9,5.88,4.35,3.0,3.3000000000000003,-1.8,31.629999999999992,0.0,33.46,0.0,32.17,31.76,0.0,33.43,0.0,0.0,30.71,0.0,30.88,34.21
305,Dru Smith,16,50,1,6.1,3.12,4.199999999999999,4.199999999999999,0.8999999999999999,-1.0,17.519999999999996,0.0,18.56,0.0,18.07,17.27,0.0,18.71,0.0,0.0,17.09,0.0,17.26,19.11
306,Bam Adebayo,16,150,2,19.2,10.68,3.75,3.0,2.7,-1.7,37.629999999999995,0.0,39.6,0.0,38.09,38.07,0.0,39.34,0.0,0.0,36.44,0.0,36.87,40.53
309,Jaime Jaquez Jr.,16,88,2,15.6,6.96,7.5,2.0999999999999996,0.8999999999999999,-2.1,30.959999999999994,0.0,32.06,0.0,31.48,31.3,0.0,32.82,0.0,0.0,29.66,0.0,30.17,33.5
311,Keshad Johnson,16,44,2,3.9,3.84,0.15000000000000002,0.8999999999999999,1.2000000000000002,-0.3,9.690000000000001,0.0,10.36,0.0,9.73,9.78,0.0,10.0,0.0,0.0,9.43,0.0,9.53,10.41
313,Kel'el Ware,16,84,2,11.3,12.12,0.8999999999999999,3.0,3.9000000000000004,-1.1,30.119999999999997,0.0,32.23,0.0,30.24,30.35,0.0,31.14,0.0,0.0,29.29,0.0,29.6,32.38
314,Davion Mitchell,16,75,1,9.8,3.24,11.7,3.9000000000000004,0.0,-1.4,27.240000000000002,0.0,28.08,0.0,28.14,27.16,0.0,29.41,0.0,0.0,26.05,0.0,26.57,29.72
322,Myles Turner,17,124,2,12.6,6.84,2.55,2.7,4.800000000000001,-1.1,28.389999999999997,0.0,27.3,0.0,28.81,29.26,0.0,28.73,0.0,31.35,0.0,29.9,0.0,27.13
325,Kevin Porter Jr.,17,85,1,21.8,4.2,8.7,6.6000000000000005,0.8999999999999999,-2.3,39.900000000000006,0.0,38.28,0.0,40.15,41.32,0.0,40.06,0.0,44.06,0.0,41.7,0.0,39.07
328,Bobby Portis,17,94,2,11.4,6.72,2.0999999999999996,1.2000000000000002,0.30000000000000004,-1.1,20.619999999999997,0.0,20.2,0.0,20.5,21.36,0.0,20.61,0.0,22.84,0.0,21.45,0.0,20.07
330,A.J. Green,17,53,1,11.3,3.36,3.1500000000000004,1.5,0.30000000000000004,-0.8,18.810000000000002,0.0,18.32,0.0,18.82,19.49,0.0,18.77,0.0,20.7,0.0,19.53,0.0,18.43
331,Andre Jackson Jr.,17,48,1,1.4,1.08,2.25,1.2000000000000002,0.6000000000000001,-0.5,6.030000000000001,0.0,5.69,0.0,6.09,6.29,0.0,6.13,0.0,6.73,0.0,6.38,0.0,5.82
333,Ryan Rollins,17,65,1,17.5,5.04,9.0,4.800000000000001,0.8999999999999999,-2.6,34.64,0.0,33.29,0.0,34.75,36.07,0.0,34.81,0.0,38.38,0.0,36.23,0.0,33.91
334,Gary Trent Jr.,17,74,1,9.6,1.56,2.7,2.4000000000000004,0.30000000000000004,-0.8,15.759999999999998,0.0,15.18,0.0,15.86,16.29,0.0,15.79,0.0,17.36,0.0,16.43,0.0,15.45
336,Jericho Sims,17,44,2,2.7,4.44,1.0499999999999998,0.6000000000000001,0.8999999999999999,-0.7,8.990000000000002,0.0,8.73,0.0,8.95,9.34,0.0,9.1,0.0,10.08,0.0,9.47,0.0,8.58
338,Kyle Kuzma,17,100,2,12.8,5.28,3.3000000000000003,2.7,1.5,-1.5,24.080000000000002,0.0,23.27,0.0,24.19,24.94,0.0,24.22,0.0,26.66,0.0,25.21,0.0,23.37
340,Cole Anthony,17,79,1,7.0,3.24,6.0,2.0999999999999996,0.8999999999999999,-1.9,17.340000000000003,0.0,16.6,0.0,17.37,18.23,0.0,17.51,0.0,19.34,0.0,18.22,0.0,16.92
341,Gary Harris,17,50,1,2.3,1.68,1.7999999999999998,2.4000000000000004,0.30000000000000004,-0.5,7.98,0.0,7.51,0.0,8.04,8.2,0.0,8.12,0.0,8.92,0.0,8.45,0.0,7.7
346,Bones Hyland,18,49,1,4.3,1.32,2.0999999999999996,1.5,0.0,-0.8,8.419999999999998,0.0,8.09,8.67,0.0,8.48,0.0,8.77,0.0,8.66,0.0,0.0,8.02,9.0
347,Rudy Gobert,18,130,2,11.1,12.12,2.8499999999999996,1.2000000000000002,4.199999999999999,-1.5,29.97,0.0,29.47,29.88,0.0,30.88,0.0,31.03,0.0,29.94,0.0,0.0,28.96,32.0
348,Anthony Edwards,18,166,1,28.7,5.88,5.699999999999999,3.5999999999999996,2.4000000000000004,-3.0,43.28,0.0,42.47,44.07,0.0,43.91,0.0,44.96,0.0,44.15,0.0,0.0,41.25,45.82
349,Naz Reid,18,105,2,13.5,7.199999999999999,3.4499999999999997,3.0,2.7,-1.5,28.349999999999998,0.0,27.7,28.63,0.0,28.98,0.0,29.31,0.0,28.76,0.0,0.0,27.13,30.16
350,Jaden McDaniels,18,105,2,15.5,5.64,3.75,3.3000000000000003,3.0,-1.8,29.39,0.0,28.74,29.84,0.0,30.06,0.0,30.42,0.0,29.91,0.0,0.0,28.04,31.22
351,Mike Conley,18,79,1,5.3,2.16,4.65,1.5,0.30000000000000004,-0.7,13.21,0.0,12.79,13.59,0.0,13.45,0.0,13.78,0.0,13.56,0.0,0.0,12.68,14.04
352,Jaylen Clark,18,44,1,4.8,2.76,0.75,2.4000000000000004,0.30000000000000004,-0.3,10.709999999999999,0.0,10.29,10.78,0.0,10.81,0.0,10.93,0.0,11.0,0.0,0.0,10.17,11.41
355,Rob Dillingham,18,53,1,3.7,1.32,3.0,2.0999999999999996,0.30000000000000004,-1.0,9.42,0.0,8.99,9.78,0.0,9.55,0.0,9.83,0.0,9.71,0.0,0.0,8.97,10.11
356,Terrence Shannon Jr.,18,49,1,4.7,1.7999999999999998,1.0499999999999998,0.8999999999999999,0.0,-0.8,7.6499999999999995,0.0,7.42,7.78,0.0,7.68,0.0,7.98,0.0,7.78,0.0,0.0,7.32,8.18
357,Donte DiVincenzo,18,95,1,13.2,4.8,5.550000000000001,3.3000000000000003,1.2000000000000002,-1.4,26.650000000000002,0.0,25.9,27.17,0.0,27.09,0.0,27.62,0.0,27.27,0.0,0.0,25.46,28.3
358,Julius Randle,18,133,2,22.9,8.52,8.850000000000001,3.0,0.6000000000000001,-2.8,41.07,0.0,40.07,41.8,0.0,41.54,0.0,42.81,0.0,41.82,0.0,0.0,39.41,43.64
365,Kevon Looney,19,65,2,2.7,4.68,2.0999999999999996,0.8999999999999999,1.2000000000000002,-0.5,11.080000000000002,11.47,10.52,0.0,11.33,11.33,0.0,10.78,0.0,11.48,0.0,11.54,0.0,10.73
367,Zion Williamson,19,145,2,22.1,6.72,6.0,4.800000000000001,1.5,-3.1,38.02,39.5,36.27,0.0,39.88,39.88,0.0,36.97,0.0,39.51,0.0,39.43,0.0,36.26
368,Herbert Jones,19,84,2,9.9,4.68,3.5999999999999996,4.800000000000001,0.8999999999999999,-1.5,22.38,23.18,21.28,0.0,23.43,23.43,0.0,21.49,0.0,23.08,0.0,23.56,0.0,21.28
369,Jose Alvarado,19,78,1,9.1,3.36,4.5,3.3000000000000003,0.30000000000000004,-1.3,19.26,20.0,18.35,0.0,20.27,20.27,0.0,18.55,0.0,19.97,0.0,20.06,0.0,18.37
370,Trey Murphy III,19,119,2,21.0,7.56,5.4,5.1,0.6000000000000001,-2.1,37.56,38.99,35.93,0.0,39.4,39.4,0.0,36.45,0.0,38.83,0.0,38.99,0.0,35.83
371,Jordan Hawkins,19,63,1,5.2,2.04,1.35,0.30000000000000004,0.30000000000000004,-0.5,8.690000000000001,9.04,8.33,0.0,9.07,9.07,0.0,8.54,0.0,9.04,0.0,8.9,0.0,8.35
372,Karlo Matkovic,19,65,2,4.9,3.24,1.35,0.30000000000000004,1.5,-0.5,10.790000000000001,11.14,10.26,0.0,10.98,10.98,0.0,10.66,0.0,11.19,0.0,11.2,0.0,10.39
373,Yves Missi,19,95,2,5.7,6.48,1.9500000000000002,0.6000000000000001,3.0,-1.1,16.629999999999995,17.17,15.74,0.0,16.81,16.81,0.0,16.38,0.0,17.28,0.0,17.35,0.0,16.07
375,Jeremiah Fears,19,58,1,15.4,4.08,4.65,4.199999999999999,0.6000000000000001,-2.2,26.730000000000004,27.78,25.5,0.0,28.16,28.16,0.0,25.87,0.0,27.75,0.0,27.79,0.0,25.43
376,Micah Peavy,19,44,1,4.9,2.88,1.6500000000000001,1.7999999999999998,0.30000000000000004,-0.4,11.13,11.53,10.63,0.0,11.6,11.6,0.0,10.75,0.0,11.45,0.0,11.64,0.0,10.63
377,Derik Queen,19,65,2,12.9,7.68,5.85,3.0,2.4000000000000004,-2.3,29.529999999999998,30.64,28.07,0.0,30.64,30.64,0.0,28.74,0.0,30.74,0.0,30.67,0.0,28.35
378,Bryce McGowens,19,45,1,7.8,2.16,2.25,1.2000000000000002,0.8999999999999999,-0.3,14.01,14.46,13.38,0.0,14.48,14.48,0.0,13.75,0.0,14.46,0.0,14.55,0.0,13.37
380,Saddiq Bey,19,85,2,14.3,7.08,3.3000000000000003,3.0,0.30000000000000004,-0.6,27.380000000000003,28.39,26.26,0.0,28.54,28.54,0.0,26.66,0.0,28.16,0.0,28.38,0.0,26.21
381,Jordan Poole,19,114,1,17.3,2.04,5.1,0.8999999999999999,0.8999999999999999,-2.1,24.139999999999993,25.13,23.08,0.0,25.39,25.39,0.0,23.78,0.0,25.29,0.0,24.65,0.0,23.07
390,Karl-Anthony Towns,20,165,2,22.1,14.399999999999999,4.949999999999999,2.4000000000000004,2.4000000000000004,-2.5,43.75,0.0,41.11,43.56,0.0,44.09,0.0,45.24,0.0,44.15,0.0,45.89,45.38,0.0
391,Mikal Bridges,20,125,2,16.4,5.52,6.449999999999999,6.0,3.3000000000000003,-1.0,36.669999999999995,0.0,34.6,36.24,0.0,37.67,0.0,38.2,0.0,36.53,0.0,39.2,37.74,0.0
393,Mitchell Robinson,20,80,2,3.6,9.839999999999998,1.6500000000000001,2.4000000000000004,2.7,-0.8,19.389999999999997,0.0,18.32,19.13,0.0,19.39,0.0,20.07,0.0,19.33,0.0,20.18,20.06,0.0
395,Josh Hart,20,135,1,12.4,9.36,7.5,3.9000000000000004,0.8999999999999999,-2.0,32.059999999999995,0.0,30.17,31.82,0.0,32.61,0.0,33.37,0.0,32.49,0.0,33.94,33.14,0.0
398,Ariel Hukporti,20,43,2,1.2,2.88,0.75,0.30000000000000004,1.5,-0.6,6.03,0.0,5.61,5.89,0.0,5.96,0.0,6.26,0.0,5.96,0.0,6.2,6.28,0.0
399,Tyler Kolek,20,44,1,3.6,1.08,2.8499999999999996,1.5,0.30000000000000004,-0.6,8.73,0.0,8.2,8.63,0.0,9.0,0.0,9.15,0.0,8.82,0.0,9.37,8.99,0.0
404,Jordan Clarkson,20,94,1,9.9,2.4,2.55,1.2000000000000002,0.6000000000000001,-1.2,15.450000000000003,0.0,14.48,15.37,0.0,15.75,0.0,16.06,0.0,15.6,0.0,16.39,15.95,0.0
409,Isaiah Joe,21,65,1,12.9,3.36,2.25,1.7999999999999998,0.6000000000000001,-0.9,20.010000000000005,20.9,20.15,20.97,0.0,0.0,20.64,21.27,0.0,20.69,0.0,19.03,0.0,20.07
410,Shai Gilgeous-Alexander,21,185,1,32.6,5.52,9.75,4.5,2.0999999999999996,-1.8,52.67000000000001,55.16,52.98,55.14,0.0,0.0,54.56,56.24,0.0,54.47,0.0,50.17,0.0,52.72
412,Luguentz Dort,21,85,1,8.3,4.56,1.6500000000000001,3.0,1.2000000000000002,-0.6,18.109999999999996,18.97,18.1,18.84,0.0,0.0,18.56,19.25,0.0,19.05,0.0,17.32,0.0,17.98
413,Aaron Wiggins,21,75,1,13.2,3.84,3.1500000000000004,1.7999999999999998,1.7999999999999998,-1.2,22.59,23.68,22.63,23.55,0.0,0.0,23.37,23.94,0.0,23.44,0.0,21.63,0.0,22.47
414,Kenrich Williams,21,55,2,6.0,3.48,3.0,0.0,0.0,-0.9,11.58,11.93,11.86,12.34,0.0,0.0,12.12,12.15,0.0,11.7,0.0,11.02,0.0,11.71
415,Jalen Williams,21,150,1,17.3,6.24,9.3,3.5999999999999996,2.4000000000000004,-1.5,37.34,39.09,37.55,39.08,0.0,0.0,38.79,39.74,0.0,38.75,0.0,35.72,0.0,37.2
418,Cason Wallace,21,79,1,8.5,3.7199999999999998,3.75,6.8999999999999995,0.8999999999999999,-1.0,22.769999999999996,23.96,22.75,23.68,0.0,0.0,22.98,24.59,0.0,24.34,0.0,21.48,0.0,22.86
419,Ajay Mitchell,21,46,1,14.2,3.84,5.4,4.199999999999999,0.8999999999999999,-1.6,26.939999999999994,28.2,27.13,28.24,0.0,0.0,27.65,28.81,0.0,28.08,0.0,25.5,0.0,27.12
421,Branden Carlson,21,44,2,5.0,2.64,0.8999999999999999,0.30000000000000004,1.7999999999999998,-0.2,10.440000000000001,11.01,10.32,10.74,0.0,0.0,10.91,10.95,0.0,10.91,0.0,10.21,0.0,10.1
